datetime;open;high;low;close;volume
2010-01-04;7.62250;7.66071;7.58500;7.64321;493729600
2010-01-05;7.66429;7.69964;7.61607;7.65643;601904800
2010-01-06;7.65643;7.68679;7.52679;7.53464;552160000
2010-01-07;7.5625;7.57143;7.46607;7.52071;477131200
2010-01-08;7.51071;7.57143;7.46643;7.57071;447610800
2010-01-11;7.60000;7.60714;7.44464;7.50393;462229600
2010-01-12;7.47107;7.49179;7.37214;7.41857;594459600
2010-01-13;7.42393;7.53321;7.28929;7.52321;605892000
2010-01-14;7.50393;7.51643;7.46500;7.47964;432894000
2010-01-15;7.53321;7.55714;7.35250;7.35464;594067600
2010-01-19;7.44036;7.68536;7.40143;7.68000;730007600
2010-01-20;7.67536;7.69821;7.48214;7.56179;612152800
2010-01-21;7.57429;7.61821;7.40036;7.43107;608154400
2010-01-22;7.38500;7.41071;7.041429;7.0625;881767600
2010-01-25;7.23250;7.31071;7.14964;7.25250;1065699600
2010-01-26;7.35536;7.63250;7.23500;7.35500;1867110000
2010-01-27;7.38750;7.52071;7.12607;7.42429;1722568400
2010-01-28;7.31893;7.33929;7.096429;7.11750;1173502400
2010-01-29;7.18143;7.22143;6.79464;6.85929;1245952400
2010-02-01;6.87036;7;6.83214;6.95464;749876400
2010-02-02;6.99679;7.011429;6.90643;6.99500;698342400
2010-02-03;6.97036;7.15000;6.94357;7.11536;615328000
2010-02-04;7.026071;7.084643;6.84179;6.85893;757652000
2010-02-05;6.87964;7;6.81607;6.98071;850306800
2010-02-08;6.98893;7.067143;6.92857;6.93286;478270800
2010-02-09;7.015000;7.053571;6.95536;7.0067859;632886800
2010-02-10;6.99607;7.021429;6.93786;6.96857;370361600
2010-02-11;6.96000;7.13393;6.93071;7.095357;550345600
2010-02-12;7.075357;7.20143;6.98214;7.15643;655468800
2010-02-16;7.21214;7.27464;7.19714;7.26429;543737600
2010-02-17;7.29250;7.29679;7.17357;7.23393;436396800
2010-02-18;7.20107;7.28179;7.17571;7.24750;422825200
2010-02-19;7.20929;7.25714;7.18250;7.20250;415469600
2010-02-22;7.22643;7.23214;7.11393;7.15786;390563600
2010-02-23;7.14286;7.19036;6.98964;7.037857;575094800
2010-02-24;7.079643;7.19429;7.065714;7.16643;460566400
2010-02-25;7.049286;7.24500;7.031786;7.21429;665126000
2010-02-26;7.22786;7.32750;7.21429;7.30786;507460800
2010-03-01;7.34821;7.48214;7.33750;7.46393;550093600
2010-03-02;7.49750;7.52964;7.41929;7.45893;566546400
2010-03-03;7.46214;7.49536;7.42643;7.47607;372052800
2010-03-04;7.47429;7.53286;7.45107;7.52536;366041200
2010-03-05;7.67643;7.84643;7.66536;7.81964;899620400
2010-03-08;7.85750;7.86036;7.79464;7.82429;429889600
2010-03-09;7.79679;8.035714;7.78179;7.96500;920259200
2010-03-10;7.99393;8.052857;7.97143;8.030000;596218000
2010-03-11;7.99679;8.053571;7.97571;8.053571;405700400
2010-03-12;8.12036;8.13321;8.0625;8.092857;416323600
2010-03-15;8.049286;8.053571;7.86607;7.99429;493502800
2010-03-16;8.0064287;8.035000;7.94679;8.016071;446908000
2010-03-17;8.032143;8.087500;7.97393;8.0042858;450956800
2010-03-18;8.0035706;8.035714;7.95036;8.023214;342109600
2010-03-19;8.028214;8.044286;7.90107;7.9375;559445600
2010-03-22;7.87393;8.071429;7.86250;8.026786;456419600
2010-03-23;8.058571;8.17071;8.0035706;8.15571;602431200
2010-03-24;8.13000;8.22143;8.12536;8.19179;597780400
2010-03-25;8.24714;8.24893;8.080357;8.094643;542284400
2010-03-26;8.17679;8.28393;8.16250;8.24643;640875200
2010-03-29;8.32143;8.35250;8.27214;8.29964;540744400
2010-03-30;8.45000;8.48143;8.36607;8.42321;527310000
2010-03-31;8.41036;8.45036;8.37357;8.39286;430659600
2010-04-01;8.47893;8.52607;8.3125;8.42750;603145200
2010-04-05;8.39214;8.51821;8.38464;8.51750;684507600
2010-04-06;8.50714;8.58000;8.46429;8.55500;447017200
2010-04-07;8.55536;8.64000;8.52357;8.59286;628502000
2010-04-08;8.58714;8.62643;8.50143;8.56964;572989200
2010-04-09;8.62250;8.63893;8.58786;8.63536;334182800
2010-04-12;8.65000;8.68107;8.63607;8.65321;333026400
2010-04-13;8.63786;8.67143;8.61107;8.65821;306210800
2010-04-14;8.76000;8.77893;8.71679;8.77464;404076400
2010-04-15;8.77786;8.89393;8.76821;8.89000;376784800
2010-04-16;8.87750;8.96929;8.73393;8.83571;750545600
2010-04-19;8.82250;8.85321;8.63464;8.82393;566924400
2010-04-20;8.87643;8.90179;8.67714;8.73536;738326400
2010-04-21;9.24286;9.29464;9.13321;9.25786;982391200
2010-04-22;9.22286;9.52679;9.15000;9.51679;793424800
2010-04-23;9.57107;9.72071;9.53571;9.67250;796955600
2010-04-26;9.71000;9.73071;9.57821;9.625;479068800
